date,close,return
2017-10-24,970.54,2.79
2017-10-25,973.33,-0.77
2017-10-26,972.56,46.71
2017-10-27,1019.27,-2.16
2017-10-30,1017.11,-0.47
2017-10-31,1016.64,8.86
2017-11-01,1025.5,0.0799999999999
2017-11-02,1025.58,6.9
2017-11-03,1032.48,-6.58
2017-11-06,1025.9,7.43
2017-11-07,1033.33,-2.07
2017-11-09,1031.26,-3.19
2017-11-10,1028.07,-2.32
2017-11-13,1025.75,0.25
2017-11-14,1026.0,-5.09
2017-11-15,1020.91,11.59
2017-11-16,1032.5,-13.41
2017-11-17,1019.09,-0.71
2017-11-20,1018.38,16.11
2017-11-21,1034.49,1.47
2017-11-22,1035.96,4.65
2017-11-24,1040.61,13.6
2017-11-27,1054.21,-6.8
2017-11-28,1047.41,-25.75
2017-11-29,1021.66,-0.25
2017-11-30,1021.41,-11.24
2017-12-01,1010.17,-11.49
2017-12-04,998.68,6.47
2017-12-05,1005.15,13.23
2017-12-06,1018.38,12.55
2017-12-07,1030.93,6.12
2017-12-08,1037.05,4.05
2017-12-11,1041.1,-0.62
2017-12-12,1040.48,0.13
2017-12-13,1040.61,8.54
2017-12-14,1049.15,15.04
2017-12-15,1064.19,12.95
2017-12-18,1077.14,-6.46
2017-12-19,1070.68,-5.73
2017-12-20,1064.95,-1.32
2017-12-21,1063.63,-3.51
2017-12-22,1060.12,-3.38
2017-12-26,1056.74,-7.37
2017-12-27,1049.37,-1.23
2017-12-28,1048.14,-1.74
2017-12-29,1046.4,18.6
2018-01-02,1065.0,17.48
2018-01-03,1082.48,3.92
2018-01-04,1086.4,15.83
2018-01-05,1102.23,4.71
2018-01-08,1106.94,-0.68
2018-01-09,1106.26,-3.65
2018-01-10,1102.61,2.91
2018-01-11,1105.52,16.74
2018-01-12,1122.26,-0.5
2018-01-16,1121.76,10.22
2018-01-17,1131.98,-2.19
2018-01-18,1129.79,7.72
2018-01-19,1137.51,18.3
2018-01-22,1155.81,14.16
2018-01-23,1169.97,-5.73
2018-01-24,1164.24,6.13
2018-01-25,1170.37,5.47
2018-01-26,1175.84,-0.26
2018-01-29,1175.58,-11.89
2018-01-30,1163.69,6.25
2018-01-31,1169.94,-2.24
2018-02-01,1167.7,-55.8
2018-02-02,1111.9,-47.55
2018-02-05,1064.35,16.25
2018-02-06,1080.6,-32.02
2018-02-07,1048.58,-47.58
2018-02-08,1001.0,34.88
2018-02-09,1035.88,16.06
2018-02-12,1051.94,0.16
2018-02-13,1052.1,17.6
2018-02-14,1069.7,19.82
2018-02-15,1089.52,5.28
2018-02-16,1094.8,7.66
2018-02-20,1102.46,8.88
2018-02-21,1111.34,-4.71
2018-02-22,1106.63,20.16
2018-02-23,1126.79,16.96
2018-02-26,1143.75,-25.46
2018-02-27,1118.29,-13.56
2018-02-28,1104.73,-35.21
2018-03-01,1069.52,9.4
2018-03-02,1078.92,12.01
2018-03-05,1090.93,4.13
2018-03-06,1095.06,14.58
2018-03-07,1109.64,16.36
2018-03-08,1126.0,34.04
2018-03-09,1160.04,-1059.705
2004-08-19,100.335,7.975
2004-08-20,108.31,1.09
2004-08-23,109.4,-4.53
2004-08-24,104.87,1.13
2004-08-25,106.0,1.91
2004-08-26,107.91,-1.76
2004-08-27,106.15,-4.14
2004-08-30,102.01,0.36
2004-08-31,102.37,-2.12
2004-09-01,100.25,1.26
2004-09-02,101.51,-1.5
2004-09-03,100.01,1.57
2004-09-07,101.58,0.72
2004-09-08,102.3,0.01
2004-09-09,102.31,3.02
2004-09-10,105.33,2.17
2004-09-13,107.5,3.99
2004-09-14,111.49,0.51
2004-09-15,112.0,1.97
2004-09-16,113.97,3.52
2004-09-17,117.49,1.87
2004-09-20,119.36,-1.52
2004-09-21,117.84,0.54
2004-09-22,118.38,2.44
2004-09-23,120.82,-0.99
2004-09-24,119.83,-1.57
2004-09-27,118.26,8.6
2004-09-28,126.86,4.22
2004-09-29,131.08,-1.48
2004-09-30,129.6,2.98
2004-10-01,132.58,2.48
2004-10-04,135.06,3.31
2004-10-05,138.37,-1.29
2004-10-06,137.08,1.77
2004-10-07,138.85,-1.12
2004-10-08,137.73,-2.47
2004-10-11,135.26,2.14
2004-10-12,137.4,3.5
2004-10-13,140.9,1.1
2004-10-14,142.0,2.11
2004-10-15,144.11,5.05
2004-10-18,149.16,-1.22
2004-10-19,147.94,-7.45
2004-10-20,140.49,8.89
2004-10-21,149.38,23.05
2004-10-22,172.43,14.97
2004-10-25,187.4,-5.6
2004-10-26,181.8,4.17
2004-10-27,185.97,7.33
2004-10-28,193.3,-2.66
2004-10-29,190.64,5.39
2004-11-01,196.03,-1.16
2004-11-02,194.87,-3.2
2004-11-03,191.67,-6.97
2004-11-04,184.7,-15.35
2004-11-05,169.35,3.2
2004-11-08,172.55,-3.85
2004-11-09,168.7,-0.84
2004-11-10,167.86,15.16
2004-11-11,183.02,-1.02
2004-11-12,182.0,2.87
2004-11-15,184.87,-12.325
2004-11-16,172.545,-0.045
2004-11-17,172.5,-4.96
2004-11-18,167.54,1.86
2004-11-19,169.4,-4.3
2004-11-22,165.1,2.42
2004-11-23,167.52,7.24
2004-11-24,174.76,4.63
2004-11-26,179.39,1.66
2004-11-29,181.05,0.93
2004-11-30,181.98,-2.02
2004-12-01,179.96,-0.56
2004-12-02,179.4,1.0
2004-12-03,180.4,-4.11
2004-12-06,176.29,-4.86
2004-12-07,171.43,-1.45
2004-12-08,169.98,3.45
2004-12-09,173.43,-1.78
2004-12-10,171.65,-1.2
2004-12-13,170.45,8.24
2004-12-14,178.69,1.09
2004-12-15,179.78,-3.31
2004-12-16,176.47,3.61
2004-12-17,180.08,4.94
2004-12-20,185.02,-1.27
2004-12-21,183.75,2.55
2004-12-22,186.3,1.6
2004-12-23,187.9,4.01
2004-12-27,191.91,0.85
2004-12-28,192.76,0.14
2004-12-29,192.9,4.7
2004-12-30,197.6,-4.81
2004-12-31,192.79,9.92
2005-01-03,202.71,-8.21
2005-01-04,194.5,-0.99
2005-01-05,193.51,-4.96
2005-01-06,188.55,5.3
2005-01-07,193.85,1.21
2005-01-10,195.06,-1.52
2005-01-11,193.54,1.84
2005-01-12,195.38,-0.05
2005-01-13,195.33,4.64
2005-01-14,199.97,3.93
2005-01-18,203.9,-6.6
2005-01-19,197.3,-3.38
2005-01-20,193.92,-5.64
2005-01-21,188.28,-7.56
2005-01-24,180.72,-3.6
2005-01-25,177.12,12.12
2005-01-26,189.24,-1.16
2005-01-27,188.08,2.26
2005-01-28,190.34,5.28
2005-01-31,195.62,-3.72
2005-02-01,191.9,14.06
2005-02-02,205.96,4.9
2005-02-03,210.86,-6.5
2005-02-04,204.36,-8.33
2005-02-07,196.03,2.61
2005-02-08,198.64,-7.06
2005-02-09,191.58,-3.6
2005-02-10,187.98,-0.58
2005-02-11,187.4,5.59
2005-02-14,192.99,2.24
2005-02-15,195.23,3.18
2005-02-16,198.41,-0.51
2005-02-17,197.9,0.05
2005-02-18,197.95,-6.58
2005-02-22,191.37,2.58
2005-02-23,193.95,-5.06
2005-02-24,188.89,-3.02
2005-02-25,185.87,2.12
2005-02-28,187.99,-1.93
2005-03-01,186.06,-0.88
2005-03-02,185.18,1.825
2005-03-03,187.005,-1.105
2005-03-04,185.9,2.91
2005-03-07,188.81,-3.61
2005-03-08,185.2,-3.85
2005-03-09,181.35,-1.37
2005-03-10,179.98,-2.18
2005-03-11,177.8,-2.81
2005-03-14,174.99,3.62
2005-03-15,178.61,-3.01
2005-03-16,175.6,3.69
2005-03-17,179.29,0.75
2005-03-18,180.04,0.84
2005-03-21,180.88,-2.28
2005-03-22,178.6,0.38
2005-03-23,178.98,0.27
2005-03-24,179.25,2.17
2005-03-28,181.42,-1.85
2005-03-29,179.57,0.88
2005-03-30,180.45,0.06
2005-03-31,180.51,-0.47
2005-04-01,180.04,5.25
2005-04-04,185.29,3.28
2005-04-05,188.57,0.65
2005-04-06,189.22,4.54
2005-04-07,193.76,-1.71
2005-04-08,192.05,1.18
2005-04-11,193.23,0.725
2005-04-12,193.955,-1.025
2005-04-13,192.93,-1.48
2005-04-14,191.45,-6.45
2005-04-15,185.0,1.97
2005-04-18,186.97,4.43
2005-04-19,191.4,6.7
2005-04-20,198.1,6.65
2005-04-21,204.75,11.06
2005-04-22,215.81,7.72
2005-04-25,223.53,-4.78
2005-04-26,218.75,1.03
2005-04-27,219.78,-0.33
2005-04-28,219.45,0.55
2005-04-29,220.0,2.29
2005-05-02,222.29,3.9
2005-05-03,226.19,2.31
2005-05-04,228.5,-1.52
2005-05-05,226.98,1.04
2005-05-06,228.02,-2.0
2005-05-09,226.02,1.78
2005-05-10,227.8,3.49
2005-05-11,231.29,-2.57
2005-05-12,228.72,0.52
2005-05-13,229.24,1.81
2005-05-16,231.05,2.08
2005-05-17,233.13,6.03
2005-05-18,239.16,0.02
2005-05-19,239.18,2.43
2005-05-20,241.61,13.84
2005-05-23,255.45,0.55
2005-05-24,256.0,4.81
2005-05-25,260.81,-1.61
2005-05-26,259.2,6.8
2005-05-27,266.0,11.27
2005-05-31,277.27,10.73
2005-06-01,288.0,-0.1
2005-06-02,287.9,-7.64
2005-06-03,280.26,10.68
2005-06-06,290.94,2.18
2005-06-07,293.12,-13.56
2005-06-08,279.56,6.75
2005-06-09,286.31,-3.81
2005-06-10,282.5,0.25
2005-06-13,282.75,-4.4
2005-06-14,278.35,-3.55
2005-06-15,274.8,2.64
2005-06-16,277.44,2.86
2005-06-17,280.3,6.4
2005-06-20,286.7,1.14
2005-06-21,287.84,1.46
2005-06-22,289.3,0.41
2005-06-23,289.71,7.54
2005-06-24,297.25,6.85
2005-06-27,304.1,-2.1
2005-06-28,302.0,-9.28
2005-06-29,292.72,1.43
2005-06-30,294.15,-2.9
2005-07-01,291.25,4.46
2005-07-05,295.71,-4.185
2005-07-06,291.525,4.015
2005-07-07,295.54,0.69
2005-07-08,296.23,-2.88
2005-07-11,293.35,-1.566
2005-07-12,291.784,7.076
2005-07-13,298.86,2.03
2005-07-14,300.89,0.3
2005-07-15,301.19,-1.65
2005-07-18,299.54,10.36
2005-07-19,309.9,2.1
2005-07-20,312.0,1.94
2005-07-21,313.94,-11.54
2005-07-22,302.4,-6.55
2005-07-25,295.85,0.24
2005-07-26,296.09,0.84
2005-07-27,296.93,-3.43
2005-07-28,293.5,-5.74
2005-07-29,287.76,3.8499
2005-08-01,291.6099,7.5801
2005-08-02,299.19,-1.89
2005-08-03,297.3,0.43
2005-08-04,297.73,-5.38
2005-08-05,292.35,-1.1
2005-08-08,291.25,0.32
2005-08-09,291.57,-5.89
2005-08-10,285.68,-1.63
2005-08-11,284.05,5.671
2005-08-12,289.721,-5.721
2005-08-15,284.0,1.65
2005-08-16,285.65,-0.55
2005-08-17,285.1,-5.11
2005-08-18,279.99,0.00999999999999
2005-08-19,280.0,-5.99
2005-08-22,274.01,5.57
2005-08-23,279.58,2.99
2005-08-24,282.57,0.02
2005-08-25,282.59,0.99
2005-08-26,283.58,4.87
2005-08-29,288.45,-1.18
2005-08-30,287.27,-1.27
2005-08-31,286.0,0.25
2005-09-01,286.25,2.2
2005-09-02,288.45,-1.34
2005-09-06,287.11,7.76
2005-09-07,294.87,0.52
2005-09-08,295.39,3.7
2005-09-09,299.09,10.65
2005-09-12,309.74,1.94
2005-09-13,311.68,-8.68
2005-09-14,303.0,-0.38
2005-09-15,302.62,-2.42
2005-09-16,300.2,3.59
2005-09-19,303.79,4.12
2005-09-20,307.91,3.99
2005-09-21,311.9,-0.53
2005-09-22,311.37,3.99
2005-09-23,315.36,-1.08
2005-09-26,314.28,-0.34
2005-09-27,313.94,-7.94
2005-09-28,306.0,3.62
2005-09-29,309.62,6.84
2005-09-30,316.46,2.22
2005-10-03,318.68,-7.68
2005-10-04,311.0,-0.29
2005-10-05,310.71,2.04
2005-10-06,312.75,0.24
2005-10-07,312.99,-2.34
2005-10-10,310.65,-4.55
2005-10-11,306.1,-5.13
2005-10-12,300.97,-3.53
2005-10-13,297.44,-1.3
2005-10-14,296.14,8.86
2005-10-17,305.0,-1.72
2005-10-18,303.28,5.42
2005-10-19,308.7,-5.5
2005-10-20,303.2,36.7
2005-10-21,339.9,8.75
2005-10-24,348.65,-1.74
2005-10-25,346.91,8.53
2005-10-26,355.44,-2.38
2005-10-27,353.06,5.11
2005-10-28,358.17,13.97
2005-10-31,372.14,7.24
2005-11-01,379.38,0.3
2005-11-02,379.68,6.27
2005-11-03,385.95,4.48
2005-11-04,390.43,4.6
2005-11-07,395.03,-5.13
2005-11-08,389.9,-10.75
2005-11-09,379.15,11.95
2005-11-10,391.1,-0.7
2005-11-11,390.4,6.57
2005-11-14,396.97,-4.17
2005-11-15,392.8,5.35
2005-11-16,398.15,5.3
2005-11-17,403.45,-3.24
2005-11-18,400.21,9.15
2005-11-21,409.36,7.11
2005-11-22,416.47,6.39
2005-11-23,422.86,5.76
2005-11-25,428.62,-5.14
2005-11-28,423.48,-19.94
2005-11-29,403.54,1.3725
2005-11-30,404.9125,9.1776
2005-12-01,414.0901,3.6099
2005-12-02,417.7,-11.85
2005-12-05,405.85,-1.31
2005-12-06,404.54,-0.32
2005-12-07,404.22,6.43
2005-12-08,410.65,-1.45
2005-12-09,409.2,3.412
2005-12-12,412.612,4.878
2005-12-13,417.49,1.47
2005-12-14,418.96,3.57
2005-12-15,422.53,7.62
2005-12-16,430.15,-5.55
2005-12-19,424.6,5.14
2005-12-20,429.74,-3.41
2005-12-21,426.33,5.71
2005-12-22,432.04,-1.11
2005-12-23,430.93,-6.29
2005-12-27,424.64,2.05
2005-12-28,426.69,-6.54
2005-12-29,420.15,-5.29
2005-12-30,414.86,20.37
2006-01-03,435.23,10.01
2006-01-04,445.24,6.0
2006-01-05,451.24,14.42
2006-01-06,465.66,1.2401
2006-01-09,466.9001,2.8599
2006-01-10,469.76,1.87
2006-01-11,471.63,-8.0
2006-01-12,463.63,2.62
2006-01-13,466.25,0.86
2006-01-17,467.11,-22.2001
2006-01-18,444.9099,-8.4649
2006-01-19,436.445,-36.9849
2006-01-20,399.4601,28.0399
2006-01-23,427.5,15.53
2006-01-24,443.03,-10.03
2006-01-25,433.0,1.265
2006-01-26,434.265,-0.775
2006-01-27,433.49,-6.67
2006-01-30,426.82,5.8401
2006-01-31,432.6601,-30.8801
2006-02-01,401.78,-5.74
2006-02-02,396.04,-14.485
2006-02-03,381.555,3.545
2006-02-06,385.1,-17.18
2006-02-07,367.92,1.16
2006-02-08,369.08,-10.31
2006-02-09,358.77,3.84
2006-02-10,362.61,-16.91
2006-02-13,345.7,-2.38
2006-02-14,343.32,-0.94
2006-02-15,342.38,24.08
2006-02-16,366.46,2.29
2006-02-17,368.75,-2.16
2006-02-21,366.59,-1.1
2006-02-22,365.49,12.58
2006-02-23,378.07,-0.67
2006-02-24,377.4,12.975
2006-02-27,390.375,-27.755
2006-02-28,362.62,2.18
2006-03-01,364.8,11.65
2006-03-02,376.45,1.73
2006-03-03,378.18,-10.08
2006-03-06,368.1,-3.65
2006-03-07,364.45,-10.57
2006-03-08,353.88,-10.88
2006-03-09,343.0,-5.5
2006-03-10,337.5,-0.44
2006-03-13,337.06,14.1
2006-03-14,351.16,-6.66
2006-03-15,344.5,-5.73
2006-03-16,338.77,1.02
2006-03-17,339.79,8.4
2006-03-20,348.19,-8.27
2006-03-21,339.92,0.3
2006-03-22,340.22,1.67
2006-03-23,341.89,23.91
2006-03-24,365.8,3.89
2006-03-27,369.69,7.51
2006-03-28,377.2,17.78
2006-03-29,394.98,-6.54
2006-03-30,388.44,1.56
2006-03-31,390.0,-0.3
2006-04-03,389.7,14.64
2006-04-04,404.34,3.65
2006-04-05,407.99,3.19
2006-04-06,411.18,-5.02
2006-04-07,406.16,10.22
2006-04-10,416.38,-6.72
2006-04-11,409.66,-0.71
2006-04-12,408.95,-6.79
2006-04-13,402.16,4.66
2006-04-17,406.82,-2.58
2006-04-18,404.24,6.26
2006-04-19,410.5,4.5
2006-04-20,415.0,22.1
2006-04-21,437.1,3.4
2006-04-24,440.5,-13.34
2006-04-25,427.16,-1.19
2006-04-26,425.97,-5.94
2006-04-27,420.03,-2.09
2006-04-28,417.94,-19.04
2006-05-01,398.9,-4.1
2006-05-02,394.8,-0.63
2006-05-03,394.17,0.58
2006-05-04,394.75,-0.45
2006-05-05,394.3,0.48
2006-05-08,394.78,14.02
2006-05-09,408.8,-5.82
2006-05-10,402.98,-15.98
2006-05-11,387.0,-12.87
2006-05-12,374.13,2.07
2006-05-15,376.2,-4.9
2006-05-16,371.3,3.2
2006-05-17,374.5,-3.51
2006-05-18,370.99,-0.97
2006-05-19,370.02,0.93
2006-05-22,370.95,4.63
2006-05-23,375.58,5.67
2006-05-24,381.25,1.74
2006-05-25,382.99,-1.64
2006-05-26,381.35,-9.41
2006-05-30,371.94,-0.12
2006-05-31,371.82,10.8
2006-06-01,382.62,-3.18
2006-06-02,379.44,-5.0
2006-06-05,374.44,15.55
2006-06-06,389.99,-3.48
2006-06-07,386.51,6.79
2006-06-08,393.3,-5.0096
2006-06-09,388.2904,-6.7504
2006-06-12,381.54,4.985
2006-06-13,386.525,-2.135
2006-06-14,384.39,6.61
2006-06-15,391.0,-0.3
2006-06-16,390.7,-2.56
2006-06-19,388.14,-0.97
2006-06-20,387.17,14.96
2006-06-21,402.13,-2.18
2006-06-22,399.95,4.91
2006-06-23,404.86,-0.64
2006-06-26,404.22,-1.9
2006-06-27,402.32,3.79
2006-06-28,406.11,11.7
2006-06-29,417.81,1.52
2006-06-30,419.33,3.87
2006-07-03,423.2,-1.74
2006-07-05,421.46,1.73
2006-07-06,423.19,-2.74
2006-07-07,420.45,-2.25
2006-07-10,418.2,6.36
2006-07-11,424.56,-7.31
2006-07-12,417.25,-8.42
2006-07-13,408.83,-5.33
2006-07-14,403.5,4.39
2006-07-17,407.89,-4.84
2006-07-18,403.05,-4.05
2006-07-19,399.0,-11.88
2006-07-20,387.12,2.988
2006-07-21,390.108,0.792
2006-07-24,390.9,-1.54
2006-07-25,389.36,-3.86
2006-07-26,385.5,-3.1
2006-07-27,382.4,5.72
2006-07-28,388.12,-1.52
2006-07-31,386.6,-11.09
2006-08-01,375.51,-8.28
2006-08-02,367.23,8.16
2006-08-03,375.39,-1.54
2006-08-04,373.85,4.1
2006-08-07,377.95,3.05
2006-08-08,381.0,-4.06
2006-08-09,376.94,-2.74
2006-08-10,374.2,-5.7
2006-08-11,368.5,0.93
2006-08-14,369.43,11.54
2006-08-15,380.97,6.75
2006-08-16,387.72,-1.92
2006-08-17,385.8,-2.44
2006-08-18,383.36,-6.06
2006-08-21,377.3,0.99
2006-08-22,378.29,-4.86
2006-08-23,373.43,0.3
2006-08-24,373.73,-0.47
2006-08-25,373.26,7.69
2006-08-28,380.95,-2.0
2006-08-29,378.95,1.8
2006-08-30,380.75,-2.22
2006-08-31,378.53,0.0700000000001
2006-09-01,378.6,5.76
2006-09-05,384.36,-4.22
2006-09-06,380.14,-1.65
2006-09-07,378.49,-0.64
2006-09-08,377.85,6.24
2006-09-11,384.09,7.81
2006-09-12,391.9,14.67
2006-09-13,406.57,-2.59
2006-09-14,403.98,5.9
2006-09-15,409.88,4.81
2006-09-18,414.69,-10.88
2006-09-19,403.81,-6.81
2006-09-20,397.0,9.85
2006-09-21,406.85,-3.07
2006-09-22,403.78,0.2
2006-09-25,403.98,2.89
2006-09-26,406.87,-3.95
2006-09-27,402.92,0.66
2006-09-28,403.58,-1.68
2006-09-29,401.9,-0.46
2006-10-02,401.44,2.6
2006-10-03,404.04,11.66
2006-10-04,415.7,-3.89
2006-10-05,411.81,8.69
2006-10-06,420.5,8.5
2006-10-09,429.0,-2.35
2006-10-10,426.65,-0.15
2006-10-11,426.5,0.94
2006-10-12,427.44,-0.14
2006-10-13,427.3,-5.55
2006-10-16,421.75,-1.11
2006-10-17,420.64,-1.33
2006-10-18,419.31,6.75
2006-10-19,426.06,33.61
2006-10-20,459.67,21.11
2006-10-23,480.78,-7.47
2006-10-24,473.31,13.291
2006-10-25,486.601,-1.501
2006-10-26,485.1,-9.9
2006-10-27,475.2,1.37
2006-10-30,476.57,-0.18
2006-10-31,476.39,-8.89
2006-11-01,467.5,2.41
2006-11-02,469.91,1.888
2006-11-03,471.798,5.152
2006-11-06,476.95,-4.38
2006-11-07,472.57,2.43
2006-11-08,475.0,-2.37
2006-11-09,472.63,0.92
2006-11-10,473.55,7.48
2006-11-13,481.03,8.27
2006-11-14,489.3,2.63
2006-11-15,491.93,3.97
2006-11-16,495.9,2.89
2006-11-17,498.79,-3.74
2006-11-20,495.05,14.6
2006-11-21,509.65,-1.64
2006-11-22,508.01,-3.01
2006-11-24,505.0,-20.25
2006-11-27,484.75,4.75
2006-11-28,489.5,-4.85
2006-11-29,484.65,0.16
2006-11-30,484.81,-4.01
2006-12-01,480.8,4.05
2006-12-04,484.85,2.15
2006-12-05,487.0,1.71
2006-12-06,488.71,-6.07
2006-12-07,482.64,1.47
2006-12-08,484.11,-0.18
2006-12-11,483.93,-2.15
2006-12-12,481.78,-2.79
2006-12-13,478.99,3.13
2006-12-14,482.12,-1.82
2006-12-15,480.3,-17.5
2006-12-18,462.8,5.83
2006-12-19,468.63,-5.73
2006-12-20,462.9,-6.7
2006-12-21,456.2,-0.62
2006-12-22,455.58,1.95
2006-12-26,457.53,10.5
2006-12-27,468.03,-5.47
2006-12-28,462.56,-2.08
2006-12-29,460.48,7.11
2007-01-03,467.59,15.67
2007-01-04,483.26,3.93
2007-01-05,487.19,-3.61
2007-01-08,483.58,1.92
2007-01-09,485.5,3.96
2007-01-10,489.46,10.26
2007-01-11,499.72,5.28
2007-01-12,505.0,-0.72
2007-01-16,504.28,-7.0
2007-01-17,497.28,-9.45
2007-01-18,487.83,1.92
2007-01-19,489.75,-8.91
2007-01-22,480.84,-1.79
2007-01-23,479.05,20.02
2007-01-24,499.07,-10.98
2007-01-25,488.09,7.75
2007-01-26,495.84,-3.37
2007-01-29,492.47,1.85
2007-01-30,494.32,7.18
2007-01-31,501.5,-19.75
2007-02-01,481.75,-0.25
2007-02-02,481.5,-14.34
2007-02-05,467.16,4.32
2007-02-06,471.48,-1.47
2007-02-07,470.01,1.02
2007-02-08,471.03,-9.14
2007-02-09,461.89,-3.6
2007-02-12,458.29,0.81
2007-02-13,459.1,6.83
2007-02-14,465.93,-4.46
2007-02-15,461.47,8.47
2007-02-16,469.94,2.16
2007-02-20,472.1,3.76
2007-02-21,475.86,-0.00999999999999
2007-02-22,475.85,-5.23
2007-02-23,470.62,-5.69
2007-02-26,464.93,-16.16
2007-02-27,448.77,0.68
2007-02-28,449.45,-1.22
2007-03-01,448.23,-9.55
2007-03-02,438.68,2.265
2007-03-05,440.945,16.605
2007-03-06,457.55,-1.91
2007-03-07,455.64,-0.92
2007-03-08,454.72,-1.76
2007-03-09,452.96,1.79
2007-03-12,454.75,-11.72
2007-03-13,443.03,4.97
2007-03-14,448.0,-1.81
2007-03-15,446.19,-5.34
2007-03-16,440.85,6.38
2007-03-19,447.23,-1.95
2007-03-20,445.28,11.27
2007-03-21,456.55,5.49
2007-03-22,462.04,-0.21
2007-03-23,461.83,3.17
2007-03-26,465.0,-1.38
2007-03-27,463.62,-1.74
2007-03-28,461.88,-0.96
2007-03-29,460.92,-2.76
2007-03-30,458.16,0.37
2007-04-02,458.53,14.07
2007-04-03,472.6,-1.58
2007-04-04,471.02,0.49
2007-04-05,471.51,-3.3
2007-04-09,468.21,-1.71
2007-04-10,466.5,-1.97
2007-04-11,464.53,2.86
2007-04-12,467.39,-1.1
2007-04-13,466.29,7.98
2007-04-16,474.27,-1.47
2007-04-17,472.8,3.21
2007-04-18,476.01,-4.36
2007-04-19,471.65,10.83
2007-04-20,482.48,-3.4
2007-04-23,479.08,-1.55
2007-04-24,477.53,0.46
2007-04-25,477.99,3.19
2007-04-26,481.18,-2.17
2007-04-27,479.01,-7.63
2007-04-30,471.38,-2.38
2007-05-01,469.0,-3.22
2007-05-02,465.78,7.45
2007-05-03,473.23,-2.11
2007-05-04,471.12,-3.85
2007-05-07,467.27,-0.46
2007-05-08,466.81,2.44
2007-05-09,469.25,-7.78
2007-05-10,461.47,5.27
2007-05-11,466.74,-4.96
2007-05-14,461.78,-3.78
2007-05-15,458.0,14.61
2007-05-16,472.61,-1.65
2007-05-17,470.96,-0.64
2007-05-18,470.32,0.28
2007-05-21,470.6,5.26
2007-05-22,475.86,-1.89
2007-05-23,473.97,0.36
2007-05-24,474.33,9.19
2007-05-25,483.52,3.59
2007-05-29,487.11,11.49
2007-05-30,498.6,-0.691
2007-05-31,497.909,2.488
2007-06-01,500.397,6.673
2007-06-04,507.07,11.77
2007-06-05,518.84,-0.59
2007-06-06,518.25,-3.19
2007-06-07,515.06,0.43
2007-06-08,515.49,-4.15
2007-06-11,511.34,-6.57
2007-06-12,504.77,0.47
2007-06-13,505.24,-2.4
2007-06-14,502.84,3.05
2007-06-15,505.89,9.31
2007-06-18,515.2,-0.89
2007-06-19,514.31,-4.34
2007-06-20,509.97,4.14
2007-06-21,514.11,10.87
2007-06-22,524.98,2.44
2007-06-25,527.42,2.84
2007-06-26,530.26,-3.97
2007-06-27,526.29,-1.28
2007-06-28,525.01,-2.3099
2007-06-29,522.7001,7.6799
2007-07-02,530.38,3.96
2007-07-03,534.34,7.29
2007-07-05,541.63,-2.23
2007-07-06,539.4,3.16
2007-07-09,542.56,0.78
2007-07-10,543.34,1.13
2007-07-11,544.47,0.86
2007-07-12,545.33,6.83
2007-07-13,552.16,0.83
2007-07-16,552.99,2.01
2007-07-17,555.0,-5.5
2007-07-18,549.5,-0.91
2007-07-19,548.59,-28.47
2007-07-20,520.12,-7.61
2007-07-23,512.51,1.4901
2007-07-24,514.0001,-4.2401
2007-07-25,509.76,-1.76
2007-07-26,508.0,3.89
2007-07-27,511.89,4.22
2007-07-30,516.11,-6.11
2007-07-31,510.0,2.94
2007-08-01,512.94,-1.93
2007-08-02,511.01,-8.01
2007-08-03,503.0,7.0
2007-08-06,510.0,6.02
2007-08-07,516.02,9.76
2007-08-08,525.78,-11.05
2007-08-09,514.73,1.02
2007-08-10,515.75,-0.25
2007-08-13,515.5,-6.9
2007-08-14,508.6,-11.05
2007-08-15,497.55,-6.03
2007-08-16,491.52,8.52
2007-08-17,500.04,-2.12
2007-08-20,497.92,8.69
2007-08-21,506.61,6.14
2007-08-22,512.75,-0.56
2007-08-23,512.19,2.81
2007-08-24,515.0,-1.74
2007-08-27,513.26,-6.86
2007-08-28,506.4,6.48
2007-08-29,512.88,-1.48
2007-08-30,511.4,3.85
2007-08-31,515.25,9.9
2007-09-04,525.15,2.65
2007-09-05,527.8,-4.28
2007-09-06,523.52,-4.17
2007-09-07,519.35,-4.87
2007-09-10,514.48,6.85
2007-09-11,521.33,1.32
2007-09-12,522.65,2.13
2007-09-13,524.78,3.97
2007-09-14,528.75,-3.45
2007-09-17,525.3,9.97
2007-09-18,535.27,11.58
2007-09-19,546.85,5.98
2007-09-20,552.83,7.27
2007-09-21,560.1,7.92
2007-09-24,568.02,0.98
2007-09-25,569.0,-0.84
2007-09-26,568.16,-0.66
2007-09-27,567.5,-0.23
2007-09-28,567.27,15.2799
2007-10-01,582.5499,1.8401
2007-10-02,584.39,-0.3701
2007-10-03,584.0199,-4.9899
2007-10-04,579.03,15.02
2007-10-05,594.05,15.57
2007-10-08,609.62,5.565
2007-10-09,615.185,10.205
2007-10-10,625.39,-3.39
2007-10-11,622.0,15.39
2007-10-12,637.39,-17.28
2007-10-15,620.11,-4.11
2007-10-16,616.0,17.48
2007-10-17,633.48,6.14
2007-10-18,639.62,5.09
2007-10-19,644.71,6.04
2007-10-22,650.75,25.02
2007-10-23,675.77,0.0500000000001
2007-10-24,675.82,-7.31
